Sometimes tables don't understand his sense of humor	Sometimes tables don't understand his sense of humor	tables| don't understand| his sense of humor| sometimes							
But it's refreshing to have a server who has personality	But it's refreshing to have a server who has personality	it| 's refreshing| to have a server who has personality							
It's refreshing to have a server who has professionalism	It's refreshing to have a server who has professionalism	it| 's refreshing| to have a server who has professionalism							
It's refreshing to have a server who respects the privacy of your dinner	It's refreshing to have a server who respects the privacy of your dinner	it| 's refreshing| to have a server who respects the privacy of your dinner							
The server is funny	The server is funny	the server| is| funny							
The server has personality	The server has personality	the server| has| personality							
The server has professionalism	The server has professionalism	the server| has| professionalism							
The server respects your dinner privacy	The server respects your dinner privacy	the server| respects| your dinner privacy							
It's refreshing to have a server who has personality	It's refreshing to have a server who has personality	it| 's refreshing| to have a server who has personality							
Again, I'd be super upset if that were my employee	Again, I'd be super upset if that were my employee	I| 'd be| super upset| if that were my employee| again	that| were| my employee						
I'd be super upset	I'd be super upset	I| 'd be| super upset							
That were my employee	That were my employee	that| were| my employee							
I would not want to employ that member of staff	I would not want to employ that member of staff	I| would not want| to employ that member of staff							
Staff is very accomodating	Staff is very accomodating	staff| is| very accomodating							
The staff is very accommodating	The staff is very accommodating	the staff| is| very accommodating							
He stepped on my foot	He stepped on my foot	he| stepped| on my foot							
It was on the second time he reached over me to adjust lighting	It was on the second time he reached over me to adjust lighting	it| was| on the second time he reached over me to adjust lighting	he| reached| over me to adjust lighting| on the second time						
He reached over me to adjust lighting	He reached over me to adjust lighting	he| reached| over me| to adjust lighting							
He stepped on my foot on the SECOND time	He stepped on my foot on the SECOND time	he| stepped| on my foot on the SECOND time							
